Timestamp,Open,High,Low,Close,Vol,VolCcy,Rate
2018/10/13,6296.1,6336,6280,6330.3,1968.389746,12431329.11,2.66
2018/10/14,6328.3,6420,6303.3,6335,2378.612924,15135613.11717607,2.66
2018/10/15,6335,8100,6300,6750.5,27387.63063,189864141.7593736,2.67
2018/10/16,6748.5,6924.5,6674.8,6759.6,8240.812988,55649586.55759011,2.66
2018/10/17,6758.7,6800,6679,6737,6835.961856,46077914.97,2.66
2018/10/18,6741,6791.6,6571,6619.1,7497.198915,50227856.17971593,2.67
2018/10/19,6619.1,6642.1,6520,6528.8,7057.160344,46474688.24060596,2.67
2018/10/20,6526,6612.8,6505,6585.5,5942.72816,39039713.29457937,2.67
2018/10/21,6583.8,6658.7,6580,6596.7,6289.775852,41664688.29093514,2.67
2018/10/22,6593.7,6635.3,6545.2,6579.6,6362.092639,41907928.96691617,2.68
2018/10/23,6578.9,6595.1,6520.1,6553.2,6827.735931,44836101.85186415,2.67
2018/10/24,6552.5,6625,6549.4,6564.5,6530.709736,43056748.23506466,2.64
2018/10/25,6564.5,6574.3,6508.8,6530.1,6460.384302,42294102.21372942,2.66
2018/10/26,6528.9,6598,6515.4,6536.5,6654.378861,43532484.53613651,2.63
2018/10/27,6535.5,6557.9,6480,6506.6,5890.910897,38432015.80325705,2.63
2018/10/28,6506.6,6514,6462.7,6490,11068.15642,71924601.36518571,2.63
2018/10/29,6490.7,6506.2,6311,6344.3,8253.637965,53014883.71652717,2.64
2018/10/30,6345.7,6389.3,6315.7,6332,6528.962204,41483090.45429524,2.66
2018/10/31,6330.5,6419.4,6250,6369.6,6838.949876,43372219.64301951,2.69
2018/11/1,6371.9,6432.5,6354.6,6406.9,6445.966692,41086307.57764361,2.67
2018/11/2,6408.2,6452.8,6393.3,6432.1,6827.961869,43868351.63986568,2.7
2018/11/3,6432.1,6437.5,6345,6389.8,5875.493198,37534401.46307389,2.7
2018/11/4,6390.1,6519.3,6356,6486.3,7659.547712,49197446.29232652,2.7
2018/11/5,6485,6500,6436.2,6465.9,6744.991181,43614081.83740321,2.71
2018/11/6,6467,6523.9,6445.8,6517.3,7444.993842,48239803.07001734,2.72
2018/11/7,6517.9,6616.3,6510,6577.6,8713.905409,57290944.80976457,2.74
2018/11/8,6577.6,6592.5,6471,6479.1,7777.630847,50741977.10991202,2.74
2018/11/9,6480.7,6640,6391.3,6418.3,8134.339162,52508000.66016145,2.73
2018/11/10,6418.3,6475.8,6414.4,6430.6,6145.303643,39611469.22557455,2.73
2018/11/11,6430.6,6462.1,6357,6451.4,6772.918914,43489552.84426552,2.73
2018/11/12,6451.8,6487.7,6420.9,6450.6,7767.926855,50125532.86103416,2.73
2018/11/13,6452,6499,6392.6,6460.5,8131.705345,52500922.71960086,2.72
2018/11/14,6459.4,6484.9,5649,5915.7,27746.26778,167241604.06115206,2.71
2018/11/15,5913,5949,5417,5751,20656.11586,117143701.80178041,2.7
2018/11/16,5752.8,5778.5,5550,5649.1,10853.49817,61482892.87970115,2.68
2018/11/17,5649.1,5659.2,5566.3,5628.3,5976.808105,33505981.53612561,2.68
2018/11/18,5628.3,5744.9,5618.2,5664.8,5350.239052,30260943.41412356,2.68
2018/11/19,5663.4,5666.5,4846,4920.9,22995.02926,120620134.34177039,2.66
2018/11/20,4925,5050,4337,4563.9,29248.76244,136810386.85359548,2.67
2018/11/21,4564.3,4788,4414,4658.9,16834.9403,77404343.07953742,2.67
2018/11/22,4661.2,4721.3,4345,4368.4,11105.66029,50752613.43115138,2.67
2018/11/23,4372.8,4483.5,4223.5,4418.2,15587.91284,67944459.42990706,2.67
2018/11/24,4420.2,4525.8,3826.3,3933,14661.03587,61722446.16770785,2.67
2018/11/25,3933,4230,3700,4087,30759.09542,119813289.83459253,2.67
2018/11/26,4086.4,4200,3697.3,3864,24544.3736,96911212.45263818,2.7
2018/11/27,3864,3940,3681.9,3878.2,20157.43336,76935680.70978805,2.7
2018/11/28,3878.8,4398,3875.7,4263.3,21051.09675,87060839.80668073,2.69
2018/11/29,4259.7,4444,4130,4293.3,18704.026,80079139.25740803,2.69
2018/11/30,4295.5,4337.9,3940,4039,20783.62879,85627323.6,2.7
2018/12/1,4040.6,4288,3958.5,4192.8,16060.59507,66523231.39329129,2.7
